flightId,flightNo,departureAirport,departureTime,arrivalAirport,arrivalTime,flyDur,historicalFlyDur,aircraftNo,aircraftType,isInternational,fixedSucessor
12366,ZH9058,KIX,2017-11-19 18:10:00,WUX,2017-11-19 21:00:00,02:58:00,02:58:00,B1940,738,TRUE,NULL
12371,ZH9071,SZX,2017-11-19 09:50:00,TPE,2017-11-19 11:30:00,01:44:00,01:44:00,B5771,738,TRUE,NULL
12372,ZH9072,TPE,2017-11-19 12:30:00,SZX,2017-11-19 14:20:00,02:09:00,02:09:00,B5771,738,TRUE,NULL
12373,ZH9073,SZX,2017-11-19 14:20:00,TPE,2017-11-19 16:00:00,01:44:00,01:44:00,B1755,738,TRUE,NULL
12374,ZH9074,TPE,2017-11-19 17:35:00,SZX,2017-11-19 19:30:00,02:09:00,02:09:00,B1755,738,TRUE,NULL
12375,ZH9075,WUX,2017-11-19 09:00:00,TPE,2017-11-19 11:05:00,02:20:00,02:20:00,B5772,738,TRUE,NULL
12376,ZH9076,TPE,2017-11-19 12:05:00,WUX,2017-11-19 14:05:00,02:15:00,02:15:00,B5772,738,TRUE,NULL
12380,ZH9709,SHE,2017-11-19 09:10:00,WUH,2017-11-19 12:15:00,03:18:00,03:18:00,B1517,738,FALSE,NULL
12381,ZH9710,NNG,2017-11-19 16:10:00,WUH,2017-11-19 18:05:00,01:55:00,01:55:00,B1517,738,FALSE,NULL
12382,ZH9710,WUH,2017-11-19 19:05:00,SHE,2017-11-19 21:50:00,02:38:00,02:38:00,B1517,738,FALSE,NULL
12390,ZH9213,SZX,2017-11-19 14:35:00,XIY,2017-11-19 17:20:00,03:35:00,03:35:00,B1937,738,FALSE,NULL
12391,ZH9214,XIY,2017-11-19 12:35:00,SZX,2017-11-19 15:30:00,02:56:00,02:56:00,B1756,738,FALSE,NULL
12400,ZH9225,CAN,2017-11-19 08:50:00,XIY,2017-11-19 11:40:00,02:50:00,02:50:00,B5360,738,FALSE,NULL
12401,ZH9225,XIY,2017-11-19 12:50:00,INC,2017-11-19 14:10:00,01:19:00,01:19:00,B5360,738,FALSE,NULL
12402,ZH9226,INC,2017-11-19 15:00:00,XIY,2017-11-19 16:25:00,01:18:00,01:18:00,B5360,738,FALSE,NULL
12403,ZH9226,XIY,2017-11-19 17:30:00,CAN,2017-11-19 20:15:00,02:45:00,02:45:00,B5360,738,FALSE,NULL
12406,ZH9758,LYI,2017-11-19 18:30:00,HRB,2017-11-19 20:50:00,02:20:00,02:20:00,B5607,738,FALSE,NULL
12407,ZH9758,WNZ,2017-11-19 15:50:00,LYI,2017-11-19 17:45:00,01:55:00,01:55:00,B5607,738,FALSE,NULL
12408,ZH9771,CTU,2017-11-19 18:20:00,KHN,2017-11-19 20:30:00,02:05:00,02:05:00,B5615,738,FALSE,NULL
12409,ZH9772,KHN,2017-11-19 14:40:00,CTU,2017-11-19 17:10:00,02:40:00,02:40:00,B5615,738,FALSE,NULL
12410,ZH9773,KHN,2017-11-19 08:05:00,KMG,2017-11-19 10:35:00,02:30:00,02:30:00,B1478,738,FALSE,NULL
12411,ZH9774,KMG,2017-11-19 11:40:00,KHN,2017-11-19 14:00:00,02:20:00,02:20:00,B1478,738,FALSE,NULL
12412,ZH9775,KHN,2017-11-19 15:10:00,CKG,2017-11-19 17:15:00,02:11:00,02:11:00,B1478,738,FALSE,NULL
12413,ZH9317,SZX,2017-11-19 22:55:00,HAK,2017-11-20 00:10:00,01:20:00,01:20:00,B5411,738,FALSE,NULL
12414,ZH9318,HAK,2017-11-19 06:40:00,SZX,2017-11-19 07:55:00,01:15:00,01:15:00,B5402,738,FALSE,NULL
12415,ZH9917,CAN,2017-11-19 06:30:00,KHN,2017-11-19 08:10:00,01:32:00,01:32:00,B5615,738,FALSE,NULL
12416,ZH9918,KHN,2017-11-19 21:00:00,CAN,2017-11-19 22:50:00,01:43:00,01:43:00,B1478,738,FALSE,NULL
12417,ZH9598,YCU,2017-11-20 21:20:00,NKG,2017-11-20 23:05:00,01:45:00,01:45:00,B1973,738,FALSE,NULL
12422,ZH9605,SZX,2017-11-20 14:15:00,SHE,2017-11-20 18:05:00,03:48:00,03:48:00,B1476,738,FALSE,NULL
12423,ZH9606,SHE,2017-11-20 19:05:00,SZX,2017-11-20 23:25:00,04:24:00,04:24:00,B1476,738,FALSE,NULL
12428,ZH9621,SZX,2017-11-20 08:40:00,HRB,2017-11-20 13:05:00,04:00:00,04:00:00,B5345,738,FALSE,NULL
12429,ZH9622,HRB,2017-11-20 14:10:00,SZX,2017-11-20 19:10:00,04:20:00,04:20:00,B5345,738,FALSE,NULL
12432,ZH9625,SZX,2017-11-20 15:45:00,HRB,2017-11-20 20:20:00,04:00:00,04:00:00,B5673,738,FALSE,NULL
12433,ZH9626,HRB,2017-11-20 09:40:00,SZX,2017-11-20 14:40:00,04:20:00,04:20:00,B5673,738,FALSE,NULL
12448,ZH9279,XIY,2017-11-20 19:15:00,NNG,2017-11-20 21:45:00,02:30:00,02:30:00,B5402,738,FALSE,NULL
12449,ZH9280,NNG,2017-11-20 15:30:00,XIY,2017-11-20 18:00:00,02:30:00,02:30:00,B5402,738,FALSE,NULL
12453,ZH9392,HHA,2017-11-20 22:05:00,NNG,2017-11-20 23:45:00,01:51:00,01:51:00,B5363,738,FALSE,NULL
12454,ZH9392,TNA,2017-11-20 18:50:00,HHA,2017-11-20 21:05:00,02:15:00,02:15:00,B5363,738,FALSE,NULL
12455,ZH9399,NNG,2017-11-20 19:10:00,HFE,2017-11-20 21:30:00,02:20:00,02:20:00,B5619,738,FALSE,NULL
12456,ZH9400,HFE,2017-11-20 10:20:00,NNG,2017-11-20 13:10:00,02:50:00,02:50:00,B5402,738,FALSE,NULL
12465,ZH9641,SZX,2017-11-20 08:35:00,YNT,2017-11-20 12:00:00,03:25:00,03:25:00,B5860,738,FALSE,NULL
12466,ZH9641,YNT,2017-11-20 12:55:00,CGQ,2017-11-20 14:35:00,01:40:00,01:40:00,B5860,738,FALSE,NULL
12478,ZH9301,SZX,2017-11-20 08:45:00,CGO,2017-11-20 11:25:00,02:26:00,02:26:00,B5612,738,FALSE,NULL
12479,ZH9302,CGO,2017-11-20 12:25:00,SZX,2017-11-20 14:50:00,02:35:00,02:35:00,B5612,738,FALSE,NULL
12482,ZH9305,SZX,2017-11-20 20:05:00,CGO,2017-11-20 22:35:00,02:26:00,02:26:00,B1516,738,FALSE,NULL
12483,ZH9306,CGO,2017-11-20 09:20:00,SZX,2017-11-20 11:50:00,02:35:00,02:35:00,B5102,739,FALSE,NULL
12484,ZH9829,CAN,2017-11-20 10:50:00,WUX,2017-11-20 13:20:00,02:17:00,02:17:00,B1939,738,FALSE,NULL
12485,ZH9830,WUX,2017-11-20 15:50:00,CAN,2017-11-20 18:20:00,02:43:00,02:43:00,B1940,738,FALSE,NULL
12488,ZH9841,SZX,2017-11-20 07:40:00,NKG,2017-11-20 09:55:00,02:07:00,02:07:00,B1713,738,FALSE,NULL
12489,ZH9842,NKG,2017-11-20 11:05:00,SZX,2017-11-20 13:35:00,02:35:00,02:35:00,B1713,738,FALSE,NULL
12490,ZH9843,SZX,2017-11-20 08:55:00,NKG,2017-11-20 11:05:00,02:07:00,02:07:00,B5775,738,FALSE,NULL
12491,ZH9844,NKG,2017-11-20 12:15:00,SZX,2017-11-20 14:40:00,02:35:00,02:35:00,B5775,738,FALSE,NULL
12499,ZH9411,SZX,2017-11-20 07:05:00,KMG,2017-11-20 09:40:00,02:35:00,02:35:00,B1476,738,FALSE,NULL
12500,ZH9412,KMG,2017-11-20 10:55:00,SZX,2017-11-20 13:10:00,02:01:00,02:01:00,B1476,738,FALSE,NULL
12501,ZH9413,SZX,2017-11-20 11:55:00,KMG,2017-11-20 14:40:00,02:35:00,02:35:00,B5322,738,FALSE,NULL
12502,ZH9414,KMG,2017-11-20 16:00:00,SZX,2017-11-20 18:15:00,02:01:00,02:01:00,B5322,738,FALSE,NULL
12503,ZH9415,SZX,2017-11-20 21:15:00,KMG,2017-11-20 23:50:00,02:35:00,02:35:00,B5322,738,FALSE,NULL
12504,ZH9416,KMG,2017-11-20 07:20:00,SZX,2017-11-20 09:40:00,02:01:00,02:01:00,B5322,738,FALSE,NULL
12505,ZH9421,SZX,2017-11-20 07:35:00,CKG,2017-11-20 09:50:00,02:26:00,02:26:00,B1972,738,FALSE,NULL
12506,ZH9422,CKG,2017-11-20 21:40:00,SZX,2017-11-21 00:05:00,02:07:00,02:07:00,B5361,738,FALSE,NULL
12507,ZH9423,SZX,2017-11-20 08:20:00,CKG,2017-11-20 10:40:00,02:26:00,02:26:00,B5440,738,FALSE,NULL
12508,ZH9424,CKG,2017-11-20 11:50:00,SZX,2017-11-20 14:00:00,02:07:00,02:07:00,B5440,738,FALSE,NULL
12509,ZH9425,SZX,2017-11-20 11:25:00,CKG,2017-11-20 13:40:00,02:26:00,02:26:00,B5412,738,FALSE,NULL
12512,ZH9929,SZX,2017-11-20 17:20:00,LYI,2017-11-20 20:00:00,02:40:00,02:40:00,B5615,738,FALSE,NULL
12513,ZH9930,LYI,2017-11-20 20:45:00,SZX,2017-11-20 23:55:00,03:10:00,03:10:00,B5615,738,FALSE,NULL
12514,ZH9931,SZX,2017-11-20 07:15:00,CZX,2017-11-20 09:30:00,02:18:00,02:18:00,B5103,739,FALSE,NULL
12515,ZH9932,CZX,2017-11-20 10:15:00,SZX,2017-11-20 12:50:00,02:38:00,02:38:00,B5103,739,FALSE,NULL
12516,ZH9936,KHN,2017-11-20 07:55:00,SZX,2017-11-20 09:40:00,01:48:00,01:48:00,B5615,738,FALSE,NULL
12522,ZH9529,WUX,2017-11-20 16:40:00,ZUH,2017-11-20 19:15:00,02:35:00,02:35:00,B5380,738,FALSE,NULL
12523,ZH9530,ZUH,2017-11-20 20:05:00,WUX,2017-11-20 22:15:00,02:10:00,02:10:00,B5380,738,FALSE,NULL
12524,ZH9531,WUX,2017-11-20 08:15:00,KMG,2017-11-20 11:40:00,03:39:00,03:39:00,B5380,738,FALSE,NULL
12525,ZH9532,KMG,2017-11-20 12:45:00,WUX,2017-11-20 15:45:00,02:50:00,02:50:00,B5380,738,FALSE,NULL
12526,ZH9541,WUX,2017-11-20 13:20:00,CTU,2017-11-20 16:35:00,03:17:00,03:17:00,B5616,738,FALSE,NULL
12527,ZH9542,CTU,2017-11-20 17:50:00,WUX,2017-11-20 20:30:00,02:31:00,02:31:00,B5616,738,FALSE,NULL
12528,ZH9543,WUX,2017-11-20 19:20:00,CTU,2017-11-20 22:25:00,03:17:00,03:17:00,B5186,738,FALSE,NULL
12529,ZH9544,CTU,2017-11-20 09:05:00,WUX,2017-11-20 11:50:00,02:31:00,02:31:00,B5413,738,FALSE,NULL
12532,ZH9547,WUX,2017-11-20 16:00:00,FOC,2017-11-20 18:00:00,02:00:00,02:00:00,B5773,738,FALSE,NULL
12533,ZH9548,FOC,2017-11-20 18:50:00,WUX,2017-11-20 20:15:00,01:25:00,01:25:00,B5773,738,FALSE,NULL
12534,ZH9549,WUX,2017-11-20 06:50:00,XMN,2017-11-20 08:40:00,02:01:00,02:01:00,B5616,738,FALSE,NULL
12535,ZH9550,XMN,2017-11-20 09:40:00,WUX,2017-11-20 11:50:00,01:57:00,01:57:00,B5616,738,FALSE,NULL
12536,ZH9557,HHA,2017-11-20 11:50:00,NNG,2017-11-20 13:30:00,01:51:00,01:51:00,B5606,738,FALSE,NULL
12537,ZH9557,WUX,2017-11-20 09:00:00,HHA,2017-11-20 10:50:00,02:06:00,02:06:00,B5606,738,FALSE,NULL
12538,ZH9558,HHA,2017-11-20 17:00:00,WUX,2017-11-20 18:40:00,01:50:00,01:50:00,B5606,738,FALSE,NULL
12539,ZH9558,NNG,2017-11-20 14:30:00,HHA,2017-11-20 15:55:00,01:34:00,01:34:00,B5606,738,FALSE,NULL
12540,ZH9561,NKG,2017-11-20 08:20:00,KMG,2017-11-20 11:30:00,03:22:00,03:22:00,B5381,738,FALSE,NULL
12541,ZH9562,KMG,2017-11-20 12:40:00,NKG,2017-11-20 15:30:00,02:33:00,02:33:00,B5381,738,FALSE,NULL
12542,ZH9597,NKG,2017-11-20 06:55:00,YCU,2017-11-20 09:00:00,02:05:00,02:05:00,B1973,738,FALSE,NULL
12545,ZH9567,NKG,2017-11-20 17:05:00,CTU,2017-11-20 20:00:00,03:05:00,03:05:00,B5381,738,FALSE,NULL
12546,ZH9568,CTU,2017-11-20 21:25:00,NKG,2017-11-20 23:50:00,02:12:00,02:12:00,B5381,738,FALSE,NULL
12549,ZH9571,NKG,2017-11-20 08:30:00,KWE,2017-11-20 11:05:00,02:51:00,02:51:00,B5776,738,FALSE,NULL
12550,ZH9572,KWE,2017-11-20 12:00:00,NKG,2017-11-20 14:10:00,02:07:00,02:07:00,B5776,738,FALSE,NULL
12551,ZH9573,NKG,2017-11-20 15:15:00,KWE,2017-11-20 17:50:00,02:51:00,02:51:00,B5776,738,FALSE,NULL
12552,ZH9574,KWE,2017-11-20 18:50:00,NKG,2017-11-20 21:10:00,02:07:00,02:07:00,B5776,738,FALSE,NULL
12555,ZH9579,TYN,2017-11-20 11:45:00,URC,2017-11-20 15:35:00,03:55:00,03:55:00,B7750,738,FALSE,NULL
12556,ZH9579,NKG,2017-11-20 09:00:00,TYN,2017-11-20 10:55:00,01:59:00,01:59:00,B7750,738,FALSE,NULL
12557,ZH9580,TYN,2017-11-20 21:00:00,NKG,2017-11-20 23:05:00,01:48:00,01:48:00,B7750,738,FALSE,NULL
12558,ZH9580,URC,2017-11-20 16:35:00,TYN,2017-11-20 20:10:00,03:39:00,03:39:00,B7750,738,FALSE,NULL
12563,ZH9589,NKG,2017-11-20 07:25:00,DLC,2017-11-20 09:15:00,01:43:00,01:43:00,B5778,738,FALSE,NULL
12564,ZH9590,DLC,2017-11-20 11:05:00,NKG,2017-11-20 12:50:00,01:53:00,01:53:00,B5778,738,FALSE,NULL
12565,ZH9019,SZX,2017-11-20 23:15:00,BKK,2017-11-21 02:15:00,03:08:00,03:08:00,B1713,738,TRUE,NULL
12566,ZH9019,XIY,2017-11-20 18:20:00,SZX,2017-11-20 21:15:00,02:56:00,02:56:00,B1713,738,FALSE,NULL
12567,ZH9020,BKK,2017-11-20 03:45:00,SZX,2017-11-20 06:30:00,02:42:00,02:42:00,B1937,738,TRUE,NULL
12568,ZH9020,SZX,2017-11-20 08:25:00,XIY,2017-11-20 11:10:00,03:35:00,03:35:00,B1937,738,FALSE,NULL
12569,ZH9021,SZX,2017-11-20 09:55:00,SIN,2017-11-20 13:40:00,04:01:00,04:01:00,B1755,738,TRUE,NULL
12570,ZH9022,SIN,2017-11-20 14:40:00,SZX,2017-11-20 19:00:00,04:10:00,04:10:00,B1755,738,TRUE,NULL
12571,ZH9023,SZX,2017-11-20 12:20:00,SIN,2017-11-20 15:55:00,04:01:00,04:01:00,B1712,738,TRUE,NULL
12572,ZH9024,SIN,2017-11-20 17:25:00,SZX,2017-11-20 22:00:00,04:10:00,04:10:00,B1712,738,TRUE,NULL
12573,ZH9029,SZX,2017-11-20 17:05:00,KUL,2017-11-20 21:00:00,03:55:00,03:55:00,B1711,738,TRUE,NULL
12574,ZH9030,KUL,2017-11-20 09:00:00,SZX,2017-11-20 13:05:00,04:05:00,04:05:00,B1759,738,TRUE,NULL
12575,ZH9033,SZX,2017-11-20 09:40:00,ICN,2017-11-20 12:55:00,03:20:00,03:20:00,B1516,738,TRUE,NULL
12576,ZH9034,ICN,2017-11-20 13:55:00,SZX,2017-11-20 18:05:00,04:20:00,04:20:00,B1516,738,TRUE,NULL
12577,ZH9051,SZX,2017-11-20 13:15:00,NRT,2017-11-20 17:30:00,04:15:00,04:15:00,B5317,738,TRUE,NULL
12578,ZH9052,NRT,2017-11-20 18:30:00,SZX,2017-11-21 00:20:00,05:50:00,05:50:00,B5317,738,TRUE,NULL
12581,ZH9057,WUX,2017-11-20 15:05:00,KIX,2017-11-20 17:10:00,02:11:00,02:11:00,B1939,738,TRUE,NULL
12582,ZH9058,KIX,2017-11-20 18:10:00,WUX,2017-11-20 21:00:00,02:58:00,02:58:00,B1939,738,TRUE,NULL
12585,ZH9069,JJN,2017-11-20 15:30:00,TPE,2017-11-20 17:35:00,02:05:00,02:05:00,B1710,738,TRUE,NULL
12586,ZH9070,TPE,2017-11-20 11:45:00,JJN,2017-11-20 13:25:00,01:40:00,01:40:00,B1710,738,TRUE,NULL
12587,ZH9073,SZX,2017-11-20 14:20:00,TPE,2017-11-20 16:00:00,01:44:00,01:44:00,B1756,738,TRUE,NULL
12588,ZH9709,WUH,2017-11-20 13:20:00,NNG,2017-11-20 15:20:00,02:22:00,02:22:00,B1519,738,FALSE,NULL
12590,ZH9847,SZX,2017-11-20 12:40:00,NKG,2017-11-20 15:00:00,02:07:00,02:07:00,B5772,738,FALSE,NULL
12591,ZH9848,NKG,2017-11-20 16:45:00,SZX,2017-11-20 19:15:00,02:35:00,02:35:00,B5772,738,FALSE,NULL
12592,ZH9849,SZX,2017-11-20 17:15:00,NKG,2017-11-20 19:25:00,02:07:00,02:07:00,B5411,738,FALSE,NULL
12593,ZH9850,NKG,2017-11-20 20:30:00,SZX,2017-11-20 23:00:00,02:35:00,02:35:00,B5613,738,FALSE,NULL
12595,ZH9859,CAN,2017-11-20 07:15:00,NKG,2017-11-20 09:30:00,02:09:00,02:09:00,B5737,738,FALSE,NULL
12596,ZH9860,NKG,2017-11-20 10:40:00,CAN,2017-11-20 13:05:00,02:31:00,02:31:00,B5737,738,FALSE,NULL
12597,ZH9861,CAN,2017-11-20 08:45:00,NKG,2017-11-20 10:55:00,02:09:00,02:09:00,B7750,738,FALSE,NULL
12598,ZH9862,NKG,2017-11-20 12:20:00,CAN,2017-11-20 14:35:00,02:31:00,02:31:00,B5618,738,FALSE,NULL
12599,ZH9863,CAN,2017-11-20 10:45:00,NKG,2017-11-20 13:05:00,02:09:00,02:09:00,B1941,738,FALSE,NULL
12600,ZH9864,NKG,2017-11-20 14:20:00,CAN,2017-11-20 16:40:00,02:31:00,02:31:00,B1941,738,FALSE,NULL
12607,ZH9951,SZX,2017-11-20 07:00:00,MIG,2017-11-20 09:45:00,02:51:00,02:51:00,B1756,738,FALSE,NULL
12608,ZH9952,MIG,2017-11-20 10:40:00,SZX,2017-11-20 12:55:00,02:28:00,02:28:00,B1756,738,FALSE,NULL
12617,ZH9963,CAN,2017-11-20 18:00:00,WNZ,2017-11-20 20:00:00,01:39:00,01:39:00,B5401,738,FALSE,NULL
12618,ZH9964,WNZ,2017-11-20 21:00:00,CAN,2017-11-20 23:10:00,02:13:00,02:13:00,B5401,738,FALSE,NULL
12619,ZH9709,SHE,2017-11-20 09:10:00,WUH,2017-11-20 12:15:00,03:18:00,03:18:00,B1519,738,FALSE,NULL
12620,ZH9710,NNG,2017-11-20 16:10:00,WUH,2017-11-20 18:05:00,01:55:00,01:55:00,B1519,738,FALSE,NULL
12621,ZH9710,WUH,2017-11-20 19:05:00,SHE,2017-11-20 21:50:00,02:38:00,02:38:00,B1519,738,FALSE,NULL
12636,ZH9723,WNZ,2017-11-20 14:05:00,SYX,2017-11-20 17:00:00,02:55:00,02:55:00,B1475,738,FALSE,NULL
12637,ZH9723,SHE,2017-11-20 10:05:00,WNZ,2017-11-20 13:10:00,03:05:00,03:05:00,B1475,738,FALSE,NULL
12638,ZH9724,SYX,2017-11-20 17:55:00,WNZ,2017-11-20 20:20:00,02:25:00,02:25:00,B1475,738,FALSE,NULL
12641,ZH9113,SZX,2017-11-20 21:25:00,PEK,2017-11-21 00:35:00,03:10:00,03:10:00,B1756,738,FALSE,NULL
12642,ZH9114,PEK,2017-11-20 07:30:00,SZX,2017-11-20 11:10:00,03:39:00,03:39:00,B5772,738,FALSE,NULL
12645,ZH9123,SZX,2017-11-20 15:20:00,TSN,2017-11-20 18:30:00,03:03:00,03:03:00,B5103,739,FALSE,NULL
12646,ZH9124,TSN,2017-11-20 19:45:00,SZX,2017-11-20 23:15:00,03:27:00,03:27:00,B5103,739,FALSE,NULL
12647,ZH9127,SZX,2017-11-20 07:55:00,WUH,2017-11-20 09:50:00,01:55:00,01:55:00,B1993,738,FALSE,NULL
12648,ZH9127,WUH,2017-11-20 10:50:00,HET,2017-11-20 13:00:00,02:10:00,02:10:00,B1993,738,FALSE,NULL
12649,ZH9128,HET,2017-11-20 13:45:00,WUH,2017-11-20 16:05:00,02:20:00,02:20:00,B1993,738,FALSE,NULL
12650,ZH9128,WUH,2017-11-20 17:05:00,SZX,2017-11-20 19:20:00,02:15:00,02:15:00,B1993,738,FALSE,NULL
12651,ZH9131,SZX,2017-11-20 09:10:00,TYN,2017-11-20 12:20:00,02:51:00,02:51:00,B5411,738,FALSE,NULL
12652,ZH9132,TYN,2017-11-20 13:20:00,SZX,2017-11-20 16:15:00,03:01:00,03:01:00,B5411,738,FALSE,NULL
12653,ZH9133,SZX,2017-11-20 15:00:00,TYN,2017-11-20 18:05:00,02:51:00,02:51:00,B5105,739,FALSE,NULL
12654,ZH9134,TYN,2017-11-20 19:20:00,SZX,2017-11-20 22:15:00,03:01:00,03:01:00,B5105,739,FALSE,NULL
12657,ZH9139,SZX,2017-11-20 08:50:00,YCU,2017-11-20 11:40:00,02:50:00,02:50:00,B5106,739,FALSE,NULL
12658,ZH9140,YCU,2017-11-20 13:00:00,SZX,2017-11-20 15:45:00,02:45:00,02:45:00,B5106,739,FALSE,NULL
12660,ZH9359,JJN,2017-11-20 14:35:00,HGH,2017-11-20 15:55:00,01:20:00,01:20:00,B5410,738,FALSE,NULL
12661,ZH9360,HGH,2017-11-20 17:10:00,JJN,2017-11-20 18:30:00,01:20:00,01:20:00,B5440,738,FALSE,NULL
12662,ZH9360,JJN,2017-11-20 19:30:00,NNG,2017-11-20 21:40:00,02:10:00,02:10:00,B5440,738,FALSE,NULL
12663,ZH9361,NNG,2017-11-20 07:40:00,CTU,2017-11-20 09:40:00,02:00:00,02:00:00,B5363,738,FALSE,NULL
12664,ZH9362,CTU,2017-11-20 10:40:00,NNG,2017-11-20 12:30:00,01:55:00,01:55:00,B5363,738,FALSE,NULL
12665,ZH9369,NNG,2017-11-20 10:20:00,WUH,2017-11-20 12:10:00,01:55:00,01:55:00,B5617,738,FALSE,NULL
12666,ZH9369,WUH,2017-11-20 13:10:00,SHE,2017-11-20 15:50:00,02:38:00,02:38:00,B5617,738,FALSE,NULL
12667,ZH9370,WUH,2017-11-20 20:55:00,NNG,2017-11-20 23:00:00,02:22:00,02:22:00,B5617,738,FALSE,NULL
12668,ZH9370,SHE,2017-11-20 16:45:00,WUH,2017-11-20 19:55:00,03:18:00,03:18:00,B5617,738,FALSE,NULL
12669,ZH9373,NNG,2017-11-20 20:00:00,CKG,2017-11-20 21:45:00,01:42:00,01:42:00,B5778,738,FALSE,NULL
12670,ZH9374,CKG,2017-11-20 08:40:00,NNG,2017-11-20 10:30:00,01:44:00,01:44:00,B1479,738,FALSE,NULL
12671,ZH9377,NNG,2017-11-20 11:55:00,CGO,2017-11-20 14:20:00,02:30:00,02:30:00,B1479,738,FALSE,NULL
12672,ZH9378,CGO,2017-11-20 15:20:00,NNG,2017-11-20 18:10:00,02:47:00,02:47:00,B1479,738,FALSE,NULL
12673,ZH9381,NNG,2017-11-20 09:00:00,NKG,2017-11-20 11:10:00,02:24:00,02:24:00,B5379,738,FALSE,NULL
12674,ZH9381,NKG,2017-11-20 12:15:00,CGQ,2017-11-20 14:45:00,02:36:00,02:36:00,B5379,738,FALSE,NULL
12675,ZH9382,NKG,2017-11-20 19:45:00,NNG,2017-11-20 22:45:00,02:58:00,02:58:00,B5379,738,FALSE,NULL
12676,ZH9382,CGQ,2017-11-20 16:05:00,NKG,2017-11-20 18:35:00,02:44:00,02:44:00,B5379,738,FALSE,NULL
12677,ZH9385,NNG,2017-11-20 19:40:00,NKG,2017-11-20 21:50:00,02:24:00,02:24:00,B1479,738,FALSE,NULL
12678,ZH9386,NKG,2017-11-20 16:05:00,NNG,2017-11-20 18:50:00,02:58:00,02:58:00,B5778,738,FALSE,NULL
12679,ZH9387,NNG,2017-11-20 08:30:00,CGO,2017-11-20 10:55:00,02:30:00,02:30:00,B1518,738,FALSE,NULL
12680,ZH9001,SZX,2017-11-20 16:35:00,BKK,2017-11-20 19:45:00,03:08:00,03:08:00,B5670,738,TRUE,NULL
12681,ZH9002,BKK,2017-11-20 20:45:00,SZX,2017-11-20 23:35:00,02:42:00,02:42:00,B5670,738,TRUE,NULL
12686,ZH9007,CAN,2017-11-20 23:55:00,BKK,2017-11-21 03:00:00,03:05:00,03:05:00,B1477,738,TRUE,NULL
12687,ZH9007,WUX,2017-11-20 18:30:00,CAN,2017-11-20 21:00:00,02:43:00,02:43:00,B5737,738,FALSE,NULL
12688,ZH9008,BKK,2017-11-20 04:05:00,CAN,2017-11-20 07:00:00,02:55:00,02:55:00,B5773,738,TRUE,NULL
12689,ZH9008,CAN,2017-11-20 09:50:00,WUX,2017-11-20 12:10:00,02:17:00,02:17:00,B5773,738,FALSE,NULL
12692,ZH9017,YCU,2017-11-20 11:00:00,UTP,2017-11-20 15:00:00,04:00:00,04:00:00,B1973,738,TRUE,NULL
12693,ZH9018,UTP,2017-11-20 16:00:00,YCU,2017-11-20 20:00:00,04:00:00,04:00:00,B1973,738,TRUE,NULL
12695,ZH9675,CAN,2017-11-20 18:25:00,HRB,2017-11-20 22:40:00,04:15:00,04:15:00,B1941,738,FALSE,NULL
12696,ZH9676,HRB,2017-11-20 09:00:00,CAN,2017-11-20 13:40:00,04:40:00,04:40:00,B5607,738,FALSE,NULL
12707,ZH9153,PEK,2017-11-20 23:35:00,NTG,2017-11-21 01:40:00,02:05:00,02:05:00,B5360,738,FALSE,NULL
12708,ZH9154,NTG,2017-11-20 20:30:00,PEK,2017-11-20 22:35:00,02:05:00,02:05:00,B5360,738,FALSE,NULL
12709,ZH9155,PEK,2017-11-20 12:45:00,SYX,2017-11-20 17:05:00,04:20:00,04:20:00,B5608,738,FALSE,NULL
12722,ZH9751,KHN,2017-11-20 13:25:00,HAK,2017-11-20 15:30:00,02:16:00,02:16:00,B1758,738,FALSE,NULL
12723,ZH9751,HRB,2017-11-20 09:00:00,KHN,2017-11-20 12:40:00,03:49:00,03:49:00,B1758,738,FALSE,NULL
12724,ZH9752,HAK,2017-11-20 16:30:00,KHN,2017-11-20 18:35:00,02:05:00,02:05:00,B1758,738,FALSE,NULL
12725,ZH9752,KHN,2017-11-20 19:25:00,HRB,2017-11-20 22:55:00,03:32:00,03:32:00,B1758,738,FALSE,NULL
12726,ZH9753,CGO,2017-11-20 13:15:00,NNG,2017-11-20 15:50:00,02:47:00,02:47:00,B5377,738,FALSE,NULL
12727,ZH9753,HRB,2017-11-20 09:05:00,CGO,2017-11-20 12:15:00,03:20:00,03:20:00,B5377,738,FALSE,NULL
12728,ZH9754,NNG,2017-11-20 16:40:00,CGO,2017-11-20 19:05:00,02:30:00,02:30:00,B5377,738,FALSE,NULL
12729,ZH9754,CGO,2017-11-20 20:05:00,HRB,2017-11-20 22:55:00,02:48:00,02:48:00,B5377,738,FALSE,NULL
12732,ZH9225,CAN,2017-11-20 08:50:00,XIY,2017-11-20 11:40:00,02:50:00,02:50:00,B5736,738,FALSE,NULL
12733,ZH9225,XIY,2017-11-20 12:50:00,INC,2017-11-20 14:10:00,01:19:00,01:19:00,B5736,738,FALSE,NULL
12734,ZH9387,CGO,2017-11-20 11:55:00,DLC,2017-11-20 13:45:00,02:02:00,02:02:00,B1518,738,FALSE,NULL
12735,ZH9388,CGO,2017-11-20 17:50:00,NNG,2017-11-20 20:25:00,02:47:00,02:47:00,B1518,738,FALSE,NULL
